Country,Date,Policy_rate,Annual_change_in_CPI
"Turkey","2020-12-01",17,14.6
"Turkey","2021-01-01",17,14.97
"Turkey","2021-02-01",17,15.61
"Turkey","2021-03-01",19,16.19
"Turkey","2021-04-01",19,17.14
"Turkey","2021-05-01",19,16.59
"Turkey","2021-06-01",19,17.53
"Turkey","2021-07-01",19,18.95
"Turkey","2021-08-01",19,19.25
"Turkey","2021-09-01",18,19.58
"Turkey","2021-10-01",16,19.89
"Turkey","2021-11-01",15,21.31
"Turkey","2021-12-01",14,36.08
"Turkey","2022-01-01",14,48.69
"Turkey","2022-02-01",14,54.44
"Turkey","2022-03-01",14,61.14
"Turkey","2022-04-01",14,69.97
"Turkey","2022-05-01",14,73.5
"Turkey","2022-06-01",14,78.62
"Turkey","2022-07-01",14,79.6
"Turkey","2022-08-01",13,80.21
"Turkey","2022-09-01",12,83.45
"Turkey","2022-10-01",10.5,85.51
"Turkey","2022-11-01",9,84.39
"Turkey","2022-12-01",9,64.27
"Turkey","2023-01-01",9,57.68
"Turkey","2023-02-01",8.5,55.18
"Turkey","2023-03-01",8.5,50.51
"Turkey","2023-04-01",8.5,43.68
"Turkey","2023-05-01",8.5,39.59
"Turkey","2023-06-01",15,38.21
"Turkey","2023-07-01",17.5,47.83
"Turkey","2023-08-01",25,58.94
"Turkey","2023-09-01",30,61.53
"Turkey","2023-10-01",35,61.36
"Turkey","2023-11-01",40,61.98
"Turkey","2023-12-01",42.5,64.77
"Turkey","2024-01-01",45,64.86
"Turkey","2024-02-01",45,67.07
"Turkey","2024-03-01",50,68.5
"Turkey","2024-04-01",50,69.8
"Turkey","2024-05-01",50,75.45
"Turkey","2024-06-01",50,71.6
"Turkey","2024-07-01",50,61.78
"Turkey","2024-08-01",50,51.97
"UAE","2020-02-01",2,-1.3
"UAE","2020-03-01",0.75,-1.6
"UAE","2020-04-01",0.75,-1.86
"UAE","2020-05-01",0.75,-2.71
"UAE","2020-06-01",0.75,-2.36
"UAE","2020-07-01",0.6,-2.14
"UAE","2020-08-01",0.6,-2.59
"UAE","2020-09-01",0.6,-2.38
"UAE","2020-10-01",0.6,-2.18
"UAE","2020-11-01",0.6,-2.41
"UAE","2020-12-01",0.6,-2.09
"UAE","2021-01-01",0.6,-7.94
"UAE","2021-02-01",0.6,-7.99
"UAE","2021-03-01",0.6,-6.76
"UAE","2021-04-01",0.6,-6.69
"UAE","2021-05-01",0.6,-6.93
"UAE","2021-06-01",0.65,-7.21
"UAE","2021-07-01",0.15,-6.45
"UAE","2021-08-01",0.15,-6.06
"UAE","2021-09-01",0.15,-5.39
"UAE","2021-10-01",0.15,-5.18
"UAE","2021-11-01",0.15,-4.44
"UAE","2021-12-01",0.15,-4.56
"UAE","2022-01-01",0.15,1.6
"UAE","2022-02-01",0.15,2.78
"UAE","2022-03-01",0.4,3.44
"UAE","2022-04-01",0.4,5.13
"UAE","2022-05-01",0.9,5.13
"UAE","2022-06-01",1.65,6.5
"UAE","2022-07-01",2.4,7.88
"UAE","2022-08-01",2.4,6.49
"UAE","2022-09-01",3.15,5.08
"UAE","2022-10-01",3.15,4.67
"UAE","2022-11-01",3.9,4.42
"UAE","2022-12-01",4.4,4.75
"UAE","2023-01-01",4.4,3.69
"UAE","2023-02-01",4.65,3.61
"UAE","2023-03-01",4.9,2.84
"UAE","2023-04-01",4.9,1.34
"UAE","2023-05-01",5.15,1.35
"UAE","2023-06-01",5.15,-0.15
"UAE","2023-07-01",5.4,-1.32
"UAE","2023-08-01",5.4,0.45
"UAE","2023-09-01",5.4,2.36
"UAE","2023-10-01",5.4,2.51
"UAE","2023-11-01",5.4,1.68
"UAE","2023-12-01",5.4,1.42
"UAE","2024-01-01",5.4,2.29
"UAE","2024-02-01",5.4,1.75
"UAE","2024-03-01",5.4,1.66
"UAE","2024-04-01",5.4,2.02
"UAE","2024-05-01",5.4,2.34
"UAE","2024-06-01",5.4,2.41
"UAE","2024-07-01",5.4,""
"Uganda","2020-02-01",9,2.97
"Uganda","2020-03-01",9,2.04
"Uganda","2020-04-01",8,2.61
"Uganda","2020-05-01",8,2.66
"Uganda","2020-06-01",7,3.38
"Uganda","2020-07-01",7,3.23
"Uganda","2020-08-01",7,2.98
"Uganda","2020-09-01",7,2.66
"Uganda","2020-10-01",7,3.02
"Uganda","2020-11-01",7,2.51
"Uganda","2020-12-01",7,2.45
"Uganda","2021-01-01",7,2.01
"Uganda","2021-02-01",7,2.3
"Uganda","2021-03-01",7,2.71
"Uganda","2021-04-01",7,2.1
"Uganda","2021-05-01",7,1.89
"Uganda","2021-06-01",6.5,1.97
"Uganda","2021-07-01",6.5,2.13
"Uganda","2021-08-01",6.5,1.86
"Uganda","2021-09-01",6.5,2.16
"Uganda","2021-10-01",6.5,1.9
"Uganda","2021-11-01",6.5,2.6
"Uganda","2021-12-01",6.5,2.88
"Uganda","2022-01-01",6.5,2.69
"Uganda","2022-02-01",6.5,3.19
"Uganda","2022-03-01",6.5,3.75
"Uganda","2022-04-01",6.5,4.87
"Uganda","2022-05-01",6.5,6.27
"Uganda","2022-06-01",7.5,6.84
"Uganda","2022-07-01",8.5,7.9
"Uganda","2022-08-01",9,9
"Uganda","2022-09-01",9,9.99
"Uganda","2022-10-01",10,10.71
"Uganda","2022-11-01",10,10.58
"Uganda","2022-12-01",10,10.23
"Uganda","2023-01-01",10,10.4
"Uganda","2023-02-01",10,9.2
"Uganda","2023-03-01",10,9.01
"Uganda","2023-04-01",10,8.04
"Uganda","2023-05-01",10,6.18
"Uganda","2023-06-01",10,4.89
"Uganda","2023-07-01",10,3.87
"Uganda","2023-08-01",9.5,3.46
"Uganda","2023-09-01",9.5,2.69
"Uganda","2023-10-01",9.5,2.43
"Uganda","2023-11-01",9.5,2.61
"Uganda","2023-12-01",9.5,2.6
"Uganda","2024-01-01",9.5,2.79
"Uganda","2024-02-01",9.5,3.44
"Uganda","2024-03-01",10,3.28
"Uganda","2024-04-01",10.25,3.19
"Uganda","2024-05-01",10.25,3.62
"Uganda","2024-06-01",10.25,3.93
"Uganda","2024-07-01",10.25,3.96
"Uganda","2024-08-01",10,3.54
"Ukraine","2020-02-01",11,2.42
"Ukraine","2020-03-01",10,2.32
"Ukraine","2020-04-01",8,2.12
"Ukraine","2020-05-01",8,1.69
"Ukraine","2020-06-01",6,2.4
"Ukraine","2020-07-01",6,2.41
"Ukraine","2020-08-01",6,2.53
"Ukraine","2020-09-01",6,2.3
"Ukraine","2020-10-01",6,2.6
"Ukraine","2020-11-01",6,3.82
"Ukraine","2020-12-01",6,4.99
"Ukraine","2021-01-01",6,6.14
"Ukraine","2021-02-01",6,7.53
"Ukraine","2021-03-01",6.5,8.48
"Ukraine","2021-04-01",7.5,8.38
"Ukraine","2021-05-01",7.5,9.46
"Ukraine","2021-06-01",7.5,9.48
"Ukraine","2021-07-01",8,10.23
"Ukraine","2021-08-01",8,10.22
"Ukraine","2021-09-01",8.5,11
"Ukraine","2021-10-01",8.5,10.89
"Ukraine","2021-11-01",8.5,10.34
"Ukraine","2021-12-01",9,10.01
"Ukraine","2022-01-01",10,10.02
"Ukraine","2022-02-01",10,10.67
"Ukraine","2022-03-01",10,13.71
"Ukraine","2022-04-01",10,16.4
"Ukraine","2022-05-01",10,18.05
"Ukraine","2022-06-01",25,21.44
"Ukraine","2022-07-01",25,22.18
"Ukraine","2022-08-01",25,23.77
"Ukraine","2022-09-01",25,24.64
"Ukraine","2022-10-01",25,26.61
"Ukraine","2022-11-01",25,26.49
"Ukraine","2022-12-01",25,26.61
"Ukraine","2023-01-01",25,25.96
"Ukraine","2023-02-01",25,24.84
"Ukraine","2023-03-01",25,21.29
"Ukraine","2023-04-01",25,17.87
"Ukraine","2023-05-01",25,15.34
"Ukraine","2023-06-01",25,12.76
"Ukraine","2023-07-01",22,11.3
"Ukraine","2023-08-01",22,8.58
"Ukraine","2023-09-01",20,7.07
"Ukraine","2023-10-01",16,5.29
"Ukraine","2023-11-01",16,5.08
"Ukraine","2023-12-01",15,5.07
"Ukraine","2024-01-01",15,4.68
"Ukraine","2024-02-01",15,4.26
"Ukraine","2024-03-01",14.5,3.22
"Ukraine","2024-04-01",13.5,3.24
"Ukraine","2024-05-01",13.5,3.31
"Ukraine","2024-06-01",13,4.76
"Ukraine","2024-07-01",13,5.39
"Ukraine","2024-08-01","",7.53
"Zambia","2020-02-01",11.5,13.87
"Zambia","2020-03-01",11.5,14.03
"Zambia","2020-04-01",11.5,15.71
"Zambia","2020-05-01",9.3,16.55
"Zambia","2020-06-01",9.3,15.93
"Zambia","2020-07-01",9.3,15.8
"Zambia","2020-08-01",8,15.48
"Zambia","2020-09-01",8,15.69
"Zambia","2020-10-01",8,16.05
"Zambia","2020-11-01",8,17.42
"Zambia","2020-12-01",8,19.23
"Zambia","2021-01-01",8,21.49
"Zambia","2021-02-01",8.5,22.19
"Zambia","2021-03-01",8.5,22.8
"Zambia","2021-04-01",8.5,22.73
"Zambia","2021-05-01",8.5,23.24
"Zambia","2021-06-01",8.5,24.61
"Zambia","2021-07-01",8.5,24.57
"Zambia","2021-08-01",8.5,24.44
"Zambia","2021-09-01",8.5,22.13
"Zambia","2021-10-01",8.5,21.12
"Zambia","2021-11-01",9,19.27
"Zambia","2021-12-01",9,16.35
"Zambia","2022-01-01",9,15.07
"Zambia","2022-02-01",9,14.18
"Zambia","2022-03-01",9,13.09
"Zambia","2022-04-01",9,11.46
"Zambia","2022-05-01",9,10.2
"Zambia","2022-06-01",9,9.74
"Zambia","2022-07-01",9,9.89
"Zambia","2022-08-01",9,9.78
"Zambia","2022-09-01",9,9.94
"Zambia","2022-10-01",9,9.68
"Zambia","2022-11-01",9,9.75
"Zambia","2022-12-01",9,9.9
"Zambia","2023-01-01",9,9.38
"Zambia","2023-02-01",9.3,9.6
"Zambia","2023-03-01",9.3,9.9
"Zambia","2023-04-01",9.3,10.17
"Zambia","2023-05-01",9.5,9.89
"Zambia","2023-06-01",9.5,9.77
"Zambia","2023-07-01",9.5,10.26
"Zambia","2023-08-01",10,10.85
"Zambia","2023-09-01",10,11.97
"Zambia","2023-10-01",10,12.62
"Zambia","2023-11-01",11,12.87
"Zambia","2023-12-01",11,13.1
"Zambia","2024-01-01",11,13.17
"Zambia","2024-02-01",12.5,13.49
"Zambia","2024-03-01",12.5,13.74
"Zambia","2024-04-01",12.5,13.81
"Zambia","2024-05-01",13.5,14.7
"Zambia","2024-06-01",13.5,15.24
"Zambia","2024-07-01",13.5,15.37
"Zambia","2024-08-01",13.5,15.45
